timestamp,wind_speed_100m,temperature_2m,power_t1,power_t1_lower,power_t1_upper,power_t2,power_t2_lower,power_t2_upper,power_cluster,power_cluster_lower,power_cluster_upper,mw_t1,mw_t2,mw_cluster,forecast_as_of
2026-01-31 00:00:00,30.9,-4.1,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 01:00:00,31.7,-4.3,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 02:00:00,33.6,-3.9,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 03:00:00,32.8,-2.9,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 04:00:00,32.9,0.3,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 05:00:00,29.5,3.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 06:00:00,32.1,4.7,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 07:00:00,35.1,5.9,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 08:00:00,33.7,6.7,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 09:00:00,30.8,6.6,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 10:00:00,29.8,5.8,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 11:00:00,31.0,3.7,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 12:00:00,26.8,1.9,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 13:00:00,26.1,0.9,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,2026-01-31 00:00:00
2026-01-31 14:00:00,22.6,0.4,1.0,0.95,1.0,1.0,0.95,1.0,1.0,0.95,1.0,2.5,2.5,5.0,2026-01-31 00:00:00
2026-01-31 15:00:00,17.2,0.2,1.0,0.95,1.0,1.0,0.95,1.0,1.0,0.95,1.0,2.5,2.5,5.0,2026-01-31 00:00:00
2026-01-31 16:00:00,11.0,0.3,0.9700786149527467,0.9200786149527467,1.0,0.9650077169325882,0.9150077169325882,1.0,0.9675431659426674,0.9175431659426674,1.0,2.4251965373818667,2.4125192923314707,4.837715829713337,2026-01-31 00:00:00
2026-01-31 17:00:00,6.4,0.9,0.24651228076595746,0.19651228076595745,0.2965122807659575,0.22332294255060292,0.17332294255060293,0.2733229425506029,0.23491761165828018,0.1849176116582802,0.2849176116582802,0.6162807019148937,0.5583073563765073,1.174588058291401,2026-01-31 00:00:00
