date,avg_wind_speed_100m,max_wind_speed_100m,avg_temp_c,daily_energy_mwh,avg_kium_pct,status,risk_count
2026-01-31,22.125,35.1,0.7208333333333333,24.00297314739106,20.002477622825886,CRITICAL_STORM,3
2026-02-01,17.183333333333334,24.9,0.6875,100.62205553863215,83.85171294886013,CRITICAL_STORM,3
2026-02-02,24.025000000000002,34.0,1.3958333333333333,35.9888500160048,29.990708346670665,CRITICAL_STORM,2
2026-02-03,16.083333333333332,30.4,2.9291666666666667,81.8815460258496,68.23462168820801,CRITICAL_STORM,2
2026-02-04,21.90416666666667,37.1,2.9791666666666665,67.3285091285673,56.10709094047276,CRITICAL_STORM,2
2026-02-05,30.816666666666663,44.7,1.9333333333333333,28.781773427321593,23.984811189434662,CRITICAL_STORM,2
2026-02-06,30.2,54.5,2.1166666666666667,44.30666054391877,36.922217119932306,CRITICAL_STORM,3
2026-02-07,22.570833333333336,35.8,0.26666666666666666,63.71845087587572,53.09870906322976,CRITICAL_STORM,3
2026-02-08,30.604166666666668,47.9,0.4166666666666667,26.46750901684665,22.056257514038872,CRITICAL_STORM,2
2026-02-09,27.070833333333336,38.7,1.2333333333333334,41.500082788792625,34.58340232399386,CRITICAL_STORM,2
2026-02-10,22.691666666666674,43.1,3.9625,67.04191616734924,55.868263472791035,CRITICAL_STORM,2
2026-02-11,26.287499999999998,46.7,3.0875,56.30707298037255,46.922560816977125,CRITICAL_STORM,3
2026-02-12,8.991666666666667,19.8,0.07083333333333336,70.13053088435096,58.44210907029246,CRITICAL_STORM,3
2026-02-13,13.820833333333333,33.5,-1.0416666666666667,34.66411246199935,28.88676038499946,CRITICAL_STORM,3
2026-02-14,9.845833333333333,23.2,0.6375000000000001,68.85875817908394,57.38229848256995,CRITICAL_STORM,3
2026-02-15,25.5,34.1,2.9625,48.77429284889405,40.64524404074504,CRITICAL_STORM,2
2026-02-16,23.087500000000002,27.1,4.566666666666666,67.3012000451838,56.08433337098651,CRITICAL_STORM,2
2026-02-17,23.224999999999998,28.9,4.366666666666666,58.9829797943417,49.152483161951416,CRITICAL_STORM,2
2026-02-18,28.5,40.8,5.983333333333334,41.97281012703477,34.97734177252898,CRITICAL_STORM,2
2026-02-19,18.775000000000002,26.3,8.595833333333333,105.02810588980554,87.52342157483794,CRITICAL_STORM,2
2026-02-20,20.316666666666666,31.7,8.279166666666667,62.902098084884344,52.41841507073695,CRITICAL_STORM,3
2026-02-21,22.97083333333333,54.6,5.079166666666667,67.69417619962194,56.411813499684946,CRITICAL_STORM,3
2026-02-22,15.375,33.9,4.054166666666666,41.22711049367274,34.355925411393955,CRITICAL_STORM,2
2026-02-23,27.52916666666667,39.4,2.9458333333333333,38.67568427345598,32.22973689454665,CRITICAL_STORM,3
2026-02-24,12.545833333333334,26.4,-0.0625,86.95638612843364,72.46365510702803,CRITICAL_STORM,3
2026-02-25,14.0625,28.7,0.7333333333333333,60.06795923638954,50.05663269699129,CRITICAL_STORM,3
2026-02-26,23.991666666666664,36.6,0.85,59.688056606963066,49.740047172469225,CRITICAL_STORM,2
2026-02-27,21.191666666666666,29.3,-1.3541666666666667,63.40640882029431,52.838674016911924,CRITICAL_STORM,3
2026-02-28,22.287499999999998,30.0,-6.779166666666668,58.64747059470074,48.87289216225062,CRITICAL_STORM,3
